ck2_code,occurrences,scope_chain,function,status,ck3_code,evidence
[physician_target.GetHerHim],4,physician_target,GetHerHim,named_scope,[physician_target.GetHerHim],Faerun/Faerun/localisation/ReapersDue.csv:3077
[councillor_target.GetIlElleCap],4,councillor_target,GetIlElleCap,custom,[councillor_target.Custom('GetIlElleCap')],Faerun/Faerun/localisation/ReapersDue.csv:3122
[councillor_target.GetElEllaCap],4,councillor_target,GetElEllaCap,custom,[councillor_target.Custom('GetElEllaCap')],Faerun/Faerun/localisation/ReapersDue.csv:3122
[title_name_target.GetOnlyDynastyName],4,title_name_target,GetOnlyDynastyName,named_scope,[title_name_target.GetHouse.GetBaseName],Faerun/Faerun/localisation/ReapersDue.csv:3194
[title_name_target.Capital.County.GetName],4,title_name_target.Capital.County,GetName,unmapped,<!CK2:title_name_target.Capital.County.GetName!>,Faerun/Faerun/localisation/ReapersDue.csv:3194
[jester.GetTitledFirstName],4,jester,GetTitledFirstName,named_scope,[jester.GetTitledFirstName],Faerun/Faerun/localisation/ReapersDue.csv:3348
[Root.Liege.GetHerselfHimself],4,Root.Liege,GetHerselfHimself,mapped,[ROOT.Char.GetLiege.GetHerselfHimself],Faerun/Faerun/localisation/ReapersDue.csv:3459
[gates_closed_target.GetName],4,gates_closed_target,GetName,named_scope,[gates_closed_target.GetName],Faerun/Faerun/localisation/ReapersDue.csv:3459
[Root.Liege.GetLuiElle],4,Root.Liege,GetLuiElle,custom,[ROOT.Char.GetLiege.Custom('GetLuiElle')],Faerun/Faerun/localisation/ReapersDue.csv:3459
[Root.job_spiritual.GetHerselfHimself],4,Root.job_spiritual,GetHerselfHimself,unmapped,<!CK2:Root.job_spiritual.GetHerselfHimself!>,Faerun/Faerun/localisation/SwordOfIslam.csv:213
[tooltip_text_target.GetFirstName],4,tooltip_text_target,GetFirstName,named_scope,[tooltip_text_target.GetFirstName],Faerun/Faerun/localisation/SwordOfIslam.csv:224
[Root.job_spiritual.GetBestName],4,Root.job_spiritual,GetBestName,unmapped,<!CK2:Root.job_spiritual.GetBestName!>,Faerun/Faerun/localisation/SwordOfIslam.csv:252
[From.Holder.Religion.GetName],4,From.Holder.Religion,GetName,mapped,[ck2_from.GetHolder.GetFaith.GetName],Faerun/Faerun/localisation/SwordOfIslam.csv:462
[Root.Holder.TopLiege.Get_au_TitledFirstName],4,Root.Holder.TopLiege,Get_au_TitledFirstName,custom,[ROOT.Char.GetHolder.GetTopLiege.Custom('Get_au_TitledFirstName')],Faerun/Faerun/localisation/SwordOfIslam.csv:708
[From.Mother.GetFirstName],4,From.Mother,GetFirstName,mapped,[ck2_from.GetMother.GetFirstName],Faerun/Faerun/localisation/SwordOfIslam.csv:900
[Root.Spouse.Heir.GetFirstName],4,Root.Spouse.Heir,GetFirstName,unmapped,<!CK2:Root.Spouse.Heir.GetFirstName!>,Faerun/Faerun/localisation/SwordOfIslam.csv:905
[Root.Heir.GetErEre],4,Root.Heir,GetErEre,unmapped,<!CK2:Root.Heir.GetErEre!>,Faerun/Faerun/localisation/SwordOfIslam.csv:911
[Root.MtPOpt],4,Root,MtPOpt,custom,[ROOT.Char.Custom('MtPOpt')],Faerun/Faerun/localisation/TB_locs.csv:696
[Root.HathorLoc],4,Root,HathorLoc,custom,[ROOT.Char.Custom('HathorLoc')],Faerun/Faerun/localisation/TB_locs.csv:985
[partner_to_introduce_lover_to.GetSubjectPronounCap],4,partner_to_introduce_lover_to,GetSubjectPronounCap,named_scope,[partner_to_introduce_lover_to.GetSheHe|U],Faerun/Faerun/localisation/WayofLife.csv:19
[Root.GondLocAdj],4,Root,GondLocAdj,custom,[ROOT.Char.Custom('GondLocAdj')],Faerun/Faerun/localisation/culturesNreligions.csv:10008
[Root.ChaunteaLocAdj],4,Root,ChaunteaLocAdj,custom,[ROOT.Char.Custom('ChaunteaLocAdj')],Faerun/Faerun/localisation/culturesNreligions.csv:10032
[current_caliph.GetBestName],4,current_caliph,GetBestName,named_scope,[current_caliph.GetTitledFirstName],Faerun/Faerun/localisation/faerun_misc.csv:609
[lycanfound.GetHerHis],4,lycanfound,GetHerHis,named_scope,[lycanfound.GetHerHis],Faerun/Faerun/localisation/faerun_various_events.csv:226
[divine_class_candidate.GetHerHisCap],4,divine_class_candidate,GetHerHisCap,named_scope,[divine_class_candidate.GetHerHis|U],Faerun/Faerun/localisation/faerun_various_events.csv:530
[my_courtier.GetSheHe],4,my_courtier,GetSheHe,named_scope,[my_courtier.GetSheHe],Faerun/Faerun/localisation/text1.csv:892
[duel_location.GetName],4,duel_location,GetName,named_scope,[duel_location.GetName],Faerun/Faerun/localisation/text1.csv:1145
[This.Father.GetOnlyDynastyName],4,This.Father,GetOnlyDynastyName,mapped,[THIS.Char.GetFather.GetHouse.GetBaseName],Faerun/Faerun/localisation/text1.csv:1696
[Root.Father.Spouse.GetFirstName],4,Root.Father.Spouse,GetFirstName,mapped,[ROOT.Char.GetFather.GetPrimarySpouse.GetFirstName],Faerun/Faerun/localisation/text1.csv:1701
[This.GetDynName],4,This,GetDynName,mapped,[THIS.Char.GetHouse.GetBaseName],Faerun/Faerun/localisation/text1.csv:1716
[GetDiploGiftSize],4,,GetDiploGiftSize,custom_unverified,[ROOT.Char.Custom('GetDiploGiftSize')],Faerun/Faerun/localisation/text1.csv:1791
[From.PrimaryTitle.Get_le_RealmFull],4,From.PrimaryTitle,Get_le_RealmFull,custom,[ck2_from.GetPrimaryTitle.Custom('Get_le_RealmFull')],Faerun/Faerun/localisation/text1.csv:1963
[Root.Guardian.Religion.GetRandomGodName],4,Root.Guardian.Religion,GetRandomGodName,unmapped,<!CK2:Root.Guardian.Religion.GetRandomGodName!>,Faerun/Faerun/localisation/text1.csv:1972
[Root.GetRandomGodName],4,Root,GetRandomGodName,mapped,[ROOT.Char.GetFaith.HighGodName],Faerun/Faerun/localisation/text1.csv:2063
[Root.Guardian.Get_du_TitledFirstName],4,Root.Guardian,Get_du_TitledFirstName,unmapped,<!CK2:Root.Guardian.Get_du_TitledFirstName!>,Faerun/Faerun/localisation/text1.csv:2239
[From.GetIhmIhr],4,From,GetIhmIhr,custom,[ck2_from.Custom('GetIhmIhr')],Faerun/Faerun/localisation/text1.csv:2386
[Root.County.Holder.GetTitledFirstName],4,Root.County.Holder,GetTitledFirstName,unmapped,<!CK2:Root.County.Holder.GetTitledFirstName!>,Faerun/Faerun/localisation/text1.csv:2618
[Root.job_marshal.Get_Le_TitledFirstName],4,Root.job_marshal,Get_Le_TitledFirstName,unmapped,<!CK2:Root.job_marshal.Get_Le_TitledFirstName!>,Faerun/Faerun/localisation/text1.csv:2637
[Root.Father.GetBestName],4,Root.Father,GetBestName,mapped,[ROOT.Char.GetFather.GetTitledFirstName],Faerun/Faerun/localisation/text1.csv:2651
[GetHouseOfWorship],4,,GetHouseOfWorship,custom,[ROOT.Char.Custom('GetHouseOfWorship')],Faerun/Faerun/localisation/text1.csv:2664
[Root.job_spymaster.GetSheHeCap],4,Root.job_spymaster,GetSheHeCap,unmapped,<!CK2:Root.job_spymaster.GetSheHeCap!>,Faerun/Faerun/localisation/text1.csv:3140
[FromFrom.Spouse.GetHusbandWife],4,FromFrom.Spouse,GetHusbandWife,mapped,[ck2_fromfrom.GetPrimarySpouse.GetWifeHusband],Faerun/Faerun/localisation/text1.csv:3673
[Recipient.TopLiege.PrimaryTitle.GetFullName],4,Recipient.TopLiege.PrimaryTitle,GetFullName,named_scope,[Recipient.GetTopLiege.GetPrimaryTitle.GetName],Faerun/Faerun/localisation/text1.csv:3931
[Actor.GetLordLady],4,Actor,GetLordLady,named_scope,[Actor.GetLadyLord],Faerun/Faerun/localisation/text1.csv:4024
[Actor.PrimaryTitle.GetName],4,Actor.PrimaryTitle,GetName,named_scope,[Actor.GetPrimaryTitle.GetName],Faerun/Faerun/localisation/text1.csv:4131
[Root.Liege.Religion.GetName],4,Root.Liege.Religion,GetName,mapped,[ROOT.Char.GetLiege.GetFaith.GetName],Faerun/Faerun/localisation/text1.csv:4243
[Root.Liege.Get_au_TitledName],4,Root.Liege,Get_au_TitledName,custom,[ROOT.Char.GetLiege.Custom('Get_au_TitledName')],Faerun/Faerun/localisation/text1.csv:4303
[Recipient.RelHead.GetTitledFirstName],4,Recipient.RelHead,GetTitledFirstName,named_scope,[Recipient.GetFaith.GetReligiousHead.GetTitledFirstName],Faerun/Faerun/localisation/text2.csv:624
[This.Spouse.GetFirstName],4,This.Spouse,GetFirstName,mapped,[THIS.Char.GetPrimarySpouse.GetFirstName],Faerun/Faerun/localisation/text2.csv:824
[Root.Father.GetTitle],4,Root.Father,GetTitle,mapped,[ROOT.Char.GetFather.GetTitleAsName],Faerun/Faerun/localisation/text2.csv:1044
[Root.Guardian.GetTitle],4,Root.Guardian,GetTitle,unmapped,<!CK2:Root.Guardian.GetTitle!>,Faerun/Faerun/localisation/text2.csv:1044
[Root.Liege.Regent.Get_le_TitledName],4,Root.Liege.Regent,Get_le_TitledName,unmapped,<!CK2:Root.Liege.Regent.Get_le_TitledName!>,Faerun/Faerun/localisation/text8.csv:163
[Root.Liege.GetMarshalName],4,Root.Liege,GetMarshalName,custom_unverified,[ROOT.Char.GetLiege.Custom('GetMarshalName')],Faerun/Faerun/localisation/text8.csv:612
[Root.Liege.GetTreasurerName],4,Root.Liege,GetTreasurerName,custom_unverified,[ROOT.Char.GetLiege.Custom('GetTreasurerName')],Faerun/Faerun/localisation/text8.csv:613
[Root.Liege.GetSpymasterName],4,Root.Liege,GetSpymasterName,custom_unverified,[ROOT.Char.GetLiege.Custom('GetSpymasterName')],Faerun/Faerun/localisation/text8.csv:614
[Root.Host.GetMasterMistress],4,Root.Host,GetMasterMistress,unmapped,<!CK2:Root.Host.GetMasterMistress!>,Faerun/Faerun/localisation/v2_30b.csv:72
[first_lover.GetTitledFirstNameNoRegnal],4,first_lover,GetTitledFirstNameNoRegnal,named_scope,[first_lover.GetTitledFirstName],Faerun/Faerun/localisation/v2_30b.csv:100
[second_lover.GetTitledFirstNameNoRegnal],4,second_lover,GetTitledFirstNameNoRegnal,named_scope,[second_lover.GetTitledFirstName],Faerun/Faerun/localisation/v2_30b.csv:101
[third_lover.GetTitledFirstNameNoRegnal],4,third_lover,GetTitledFirstNameNoRegnal,named_scope,[third_lover.GetTitledFirstName],Faerun/Faerun/localisation/v2_30b.csv:102
[my_lover.GetTitledFirstNameNoRegnal],4,my_lover,GetTitledFirstNameNoRegnal,named_scope,[my_lover.GetTitledFirstName],Faerun/Faerun/localisation/v2_30b.csv:103
[my_lover.Spouse.GetFirstName],4,my_lover.Spouse,GetFirstName,named_scope,[my_lover.GetPrimarySpouse.GetFirstName],Faerun/Faerun/localisation/v2_30b.csv:105
[target_spy_on.GetPossPronoun],4,target_spy_on,GetPossPronoun,named_scope,[target_spy_on.GetHerHis],Faerun/Faerun/localisation/v2_30b.csv:135
[target_spy_on.Capital.Capital.GetName],4,target_spy_on.Capital.Capital,GetName,named_scope,[target_spy_on.GetCapitalLocation.GetCapitalLocation.GetName],Faerun/Faerun/localisation/v2_30b.csv:160
[target_spy_on.GetManWomanOpp],4,target_spy_on,GetManWomanOpp,named_scope,[target_spy_on.GetWomanMan],Faerun/Faerun/localisation/v2_30b.csv:182
[From.Host.Capital.Capital.GetName],4,From.Host.Capital.Capital,GetName,unmapped,<!CK2:From.Host.Capital.Capital.GetName!>,Faerun/Faerun/localisation/v2_30b.csv:222
[Root.GetPatriarchMatriarch],4,Root,GetPatriarchMatriarch,custom_unverified,[ROOT.Char.Custom('GetPatriarchMatriarch')],Faerun/Faerun/localisation/v2_30b.csv:262
[target_first.GetTitledName],4,target_first,GetTitledName,named_scope,[target_first.GetTitledFirstName],Faerun/Faerun/localisation/v2_30b.csv:274
[target_initiator.GetTitledFirstNameNoRegnal],4,target_initiator,GetTitledFirstNameNoRegnal,named_scope,[target_initiator.GetTitledFirstName],Faerun/Faerun/localisation/v2_30b.csv:281
[target_initiator.Capital.Capital.GetName],4,target_initiator.Capital.Capital,GetName,named_scope,[target_initiator.GetCapitalLocation.GetCapitalLocation.GetName],Faerun/Faerun/localisation/v2_30b.csv:281
[target_initiator.GetFirstName],4,target_initiator,GetFirstName,named_scope,[target_initiator.GetFirstName],Faerun/Faerun/localisation/v2_30b.csv:283
[target_second.GetFirstName],4,target_second,GetFirstName,named_scope,[target_second.GetFirstName],Faerun/Faerun/localisation/v2_30b.csv:286
[target_first.GetFirstName],4,target_first,GetFirstName,named_scope,[target_first.GetFirstName],Faerun/Faerun/localisation/v2_30b.csv:286
[This.Educator.Culture.GetName],4,This.Educator.Culture,GetName,unmapped,<!CK2:This.Educator.Culture.GetName!>,Faerun/Faerun/localisation/v2_50b.csv:37
[haughty_events_char_1.GetTitledFirstNameWithNick],4,haughty_events_char_1,GetTitledFirstNameWithNick,custom_unverified,[haughty_events_char_1.Custom('GetTitledFirstNameWithNick')],Faerun/Faerun/localisation/v2_50b.csv:57
[Root.TopLiege.GetTitle],4,Root.TopLiege,GetTitle,mapped,[ROOT.Char.GetTopLiege.GetTitleAsName],Faerun/Faerun/localisation/v2_50b.csv:128
[affectionate_events_char_1.GetFirstName],4,affectionate_events_char_1,GetFirstName,named_scope,[affectionate_events_char_1.GetFirstName],Faerun/Faerun/localisation/v2_50b.csv:378
[timid_events_char_1.GetFirstName],4,timid_events_char_1,GetFirstName,named_scope,[timid_events_char_1.GetFirstName],Faerun/Faerun/localisation/v2_50b.csv:414
[Prev.Capital.County.GetAdjective],4,Prev.Capital.County,GetAdjective,unmapped,<!CK2:Prev.Capital.County.GetAdjective!>,Faerun/Faerun/localisation/v2_50b.csv:720
[target_child.GetHerHis],4,target_child,GetHerHis,named_scope,[target_child.GetHerHis],Faerun/Faerun/localisation/v2_50b.csv:774
[chosen_child.GetFirstName],4,chosen_child,GetFirstName,named_scope,[chosen_child.GetFirstName],Faerun/Faerun/localisation/v2_50b.csv:823
[curious_events_char_1.GetFullName],4,curious_events_char_1,GetFullName,named_scope,[curious_events_char_1.GetName],Faerun/Faerun/localisation/v2_50b.csv:895
[conscientious_events_char_1.GetFullName],4,conscientious_events_char_1,GetFullName,named_scope,[conscientious_events_char_1.GetName],Faerun/Faerun/localisation/v2_50b.csv:939
[fussy_events_char_2.GetFirstName],4,fussy_events_char_2,GetFirstName,named_scope,[fussy_events_char_2.GetFirstName],Faerun/Faerun/localisation/v2_50b.csv:980
[idolizer_events_char_1.GetSheHe],4,idolizer_events_char_1,GetSheHe,named_scope,[idolizer_events_char_1.GetSheHe],Faerun/Faerun/localisation/v2_50b.csv:1023
[idolizer_events_char_2.GetFirstName],4,idolizer_events_char_2,GetFirstName,named_scope,[idolizer_events_char_2.GetFirstName],Faerun/Faerun/localisation/v2_50b.csv:1024
[idolizer_events_char_2.GetSheHe],4,idolizer_events_char_2,GetSheHe,named_scope,[idolizer_events_char_2.GetSheHe],Faerun/Faerun/localisation/v2_50b.csv:1028
[indolent_events_char_1.GetFirstName],4,indolent_events_char_1,GetFirstName,named_scope,[indolent_events_char_1.GetFirstName],Faerun/Faerun/localisation/v2_50b.csv:1104
[indolent_events_char_2.GetFirstName],4,indolent_events_char_2,GetFirstName,named_scope,[indolent_events_char_2.GetFirstName],Faerun/Faerun/localisation/v2_50b.csv:1105
[brooding_events_char_2.GetFirstName],4,brooding_events_char_2,GetFirstName,named_scope,[brooding_events_char_2.GetFirstName],Faerun/Faerun/localisation/v2_50b.csv:1144
[willful_events_char_1.GetFirstName],4,willful_events_char_1,GetFirstName,named_scope,[willful_events_char_1.GetFirstName],Faerun/Faerun/localisation/v2_50b.csv:1187
[seize_church_target.GetName],4,seize_church_target,GetName,named_scope,[seize_church_target.GetName],Faerun/Faerun/localisation/v2_50b.csv:1278
[From.GetLawProposer],4,From,GetLawProposer,custom_unverified,[ck2_from.Custom('GetLawProposer')],Faerun/Faerun/localisation/v2_50b.csv:1312
[target_daughter_killed_her_friend.GetFirstName],4,target_daughter_killed_her_friend,GetFirstName,named_scope,[target_daughter_killed_her_friend.GetFirstName],Faerun/Faerun/localisation/v2_50b.csv:1328
[target_spouse.GetTitledName],4,target_spouse,GetTitledName,named_scope,[target_spouse.GetTitledFirstName],Faerun/Faerun/localisation/v2_50b.csv:1341
[target_ruler.GetHusbandWifeOpp],4,target_ruler,GetHusbandWifeOpp,named_scope,[target_ruler.GetWifeHusband],Faerun/Faerun/localisation/v2_50b.csv:1342
[PrimaryTitle.GetAdjective],4,PrimaryTitle,GetAdjective,mapped,[PrimaryTitle.GetAdjective],Faerun/Faerun/localisation/v2_50b.csv:1451
[target_saved_voter.GetFirstName],4,target_saved_voter,GetFirstName,named_scope,[target_saved_voter.GetFirstName],Faerun/Faerun/localisation/v2_52.csv:6
[target_pious_voter.GetFirstName],4,target_pious_voter,GetFirstName,named_scope,[target_pious_voter.GetFirstName],Faerun/Faerun/localisation/v2_52.csv:13
[target_foreign_voter.GetHerHis],4,target_foreign_voter,GetHerHis,named_scope,[target_foreign_voter.GetHerHis],Faerun/Faerun/localisation/v2_52.csv:20
[target_foreign_voter.GetBestName],4,target_foreign_voter,GetBestName,named_scope,[target_foreign_voter.GetTitledFirstName],Faerun/Faerun/localisation/v2_52.csv:20
[target_friend_land.GetFullName],4,target_friend_land,GetFullName,named_scope,[target_friend_land.GetName],Faerun/Faerun/localisation/v2_52.csv:46
[target_help_councillor.GetTitledFirstName],4,target_help_councillor,GetTitledFirstName,named_scope,[target_help_councillor.GetTitledFirstName],Faerun/Faerun/localisation/v2_52.csv:65
[helping_vassal.Capital.GetName],4,helping_vassal.Capital,GetName,named_scope,[helping_vassal.GetCapitalLocation.GetName],Faerun/Faerun/localisation/v2_52.csv:72
[merc_band_employer.GetTitledFirstName],4,merc_band_employer,GetTitledFirstName,named_scope,[merc_band_employer.GetTitledFirstName],Faerun/Faerun/localisation/v2_52.csv:96
[pardon_target.GetHerHim],4,pardon_target,GetHerHim,named_scope,[pardon_target.GetHerHim],Faerun/Faerun/localisation/v2_52.csv:137
[commander_one.GetFirstName],4,commander_one,GetFirstName,named_scope,[commander_one.GetFirstName],Faerun/Faerun/localisation/v2_52.csv:193
[commander_two.GetFirstName],4,commander_two,GetFirstName,named_scope,[commander_two.GetFirstName],Faerun/Faerun/localisation/v2_52.csv:193
[commander_three.GetFirstName],4,commander_three,GetFirstName,named_scope,[commander_three.GetFirstName],Faerun/Faerun/localisation/v2_52.csv:193
[introduced_heir.Get_le_TitledFirstName],4,introduced_heir,Get_le_TitledFirstName,custom,[introduced_heir.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/v2_52.csv:220
[vassal_teacher.GetBestName],4,vassal_teacher,GetBestName,named_scope,[vassal_teacher.GetTitledFirstName],Faerun/Faerun/localisation/v2_52.csv:225
[compliment_vassal.GetBestName],4,compliment_vassal,GetBestName,named_scope,[compliment_vassal.GetTitledFirstName],Faerun/Faerun/localisation/v2_52.csv:228
[compliment_vassal.GetFirstName],4,compliment_vassal,GetFirstName,named_scope,[compliment_vassal.GetFirstName],Faerun/Faerun/localisation/v2_52.csv:228
[insult_vassal.GetBestName],4,insult_vassal,GetBestName,named_scope,[insult_vassal.GetTitledFirstName],Faerun/Faerun/localisation/v2_52.csv:230
[befriended_child.GetBestName],4,befriended_child,GetBestName,named_scope,[befriended_child.GetTitledFirstName],Faerun/Faerun/localisation/v2_52.csv:232
[rival_child.GetBestName],4,rival_child,GetBestName,named_scope,[rival_child.GetTitledFirstName],Faerun/Faerun/localisation/v2_52.csv:234
[vassal_teacher_martial.GetBestName],4,vassal_teacher_martial,GetBestName,named_scope,[vassal_teacher_martial.GetTitledFirstName],Faerun/Faerun/localisation/v2_52.csv:238
[husband_target.GetFirstName],4,husband_target,GetFirstName,named_scope,[husband_target.GetFirstName],Faerun/Faerun/localisation/v2_52.csv:241
[accused_apostate.GetSheHeCap],4,accused_apostate,GetSheHeCap,named_scope,[accused_apostate.GetSheHe|U],Faerun/Faerun/localisation/v2_70.csv:14
[accused_apostate.Location.GetName],4,accused_apostate.Location,GetName,named_scope,[accused_apostate.GetLocation.GetName],Faerun/Faerun/localisation/v2_70.csv:16
[my_liege.job_spiritual.GetSheHeCap],4,my_liege.job_spiritual,GetSheHeCap,unmapped,<!CK2:my_liege.job_spiritual.GetSheHeCap!>,Faerun/Faerun/localisation/v2_70.csv:30
[my_liege.GetBestName],4,my_liege,GetBestName,named_scope,[my_liege.GetTitledFirstName],Faerun/Faerun/localisation/v2_70.csv:30
[accused_apostate.GetDWDevil],4,accused_apostate,GetDWDevil,custom,[accused_apostate.Custom('GetDWDevil')],Faerun/Faerun/localisation/v2_70.csv:31
